topleft_x,topleft_y,rightdown_x,rightdown_y,nose_x,nose_y,leftear_x,leftear_y,rightear_x,rightear_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,tailBase_x,tailBase_y,tailEnd_x,tailEnd_y,center_x,center_y
192.3472386935189,193.6071523622756,466.9847805528142,313.8832878036047,209.8911409123235,222.63871787056792,234.74082955083958,233.56221680381998,242.52572969273015,200.67634426355204,300.69444362220906,276.7458270845912,311.6179425554611,246.5702969987985,339.51920445617924,271.15598753113017,462.3880351764271,256.9579817871671,329.66600962316653,253.74522008294014
278.4336257305692,172.03275157025263,387.1374245901556,347.89585645089295,376.4744996444174,178.9447221375597,343.7040028446612,185.31676318195673,358.2686680889973,201.70201158183482,290.863868253852,240.03400341765763,324.5346820744351,252.74816183561953,301.8305902671949,268.1532967591182,363.73041755562326,342.79720613634055,332.7855251603624,259.9643040105728
207.5428960294921,107.09580120606725,381.78069091061514,231.91808888333588,235.36466958021046,226.22134214284736,239.02047140099566,188.95792949304075,215.35289037894952,193.50938738189578,265.1045557695178,146.19007072257446,240.51762866411732,131.02722166090848,276.64547934446455,119.77463776924645,372.53141189167354,133.1248263677559,294.6617934700536,169.50694504470158
225.66730089991879,233.53124390120854,460.1290921331166,322.5170441404873,445.15003043730957,242.26147012146325,415.61703748857053,259.0503809814081,437.46403535507466,279.9870872701412,358.4076316241477,276.03702098614497,370.7284627163277,310.12147182373883,328.22904602255414,295.46204409224833,233.55872193436963,241.75484100375903,342.8981965165177,278.0241440208479
167.2220615376028,225.1695273966493,392.9600614802259,324.39933861280133,383.75683226658543,239.93425784821702,344.6142944224322,231.74163364827797,354.62750177791327,258.14008940363715,282.5446116707615,260.69710941561635,305.9403049969038,289.76602041630986,267.8060917050918,294.3288813058585,176.21035253479633,303.65466829218735,280.0910615089143,274.7844330047253
137.35353539440396,143.710889293073,358.7512896865786,297.4632936104051,148.90160520166617,155.2771411155136,153.45306309052117,192.59909580412477,179.85151884588035,172.57268109316266,219.97282659137775,261.3942341046471,226.66482750132226,232.92229707272497,249.01691332034508,246.5759624497667,346.43487757797425,198.0608452707508,248.05241254049128,220.58709145173907
198.37518539827767,171.1027555173378,334.22863365922035,326.77955131896016,321.8570049781571,282.7179620034542,285.44534186731687,269.06358833688915,285.44534186731687,295.46204409224833,234.687672471375,258.9323146389634,218.11658769500235,288.51643677175934,209.8911409123235,252.6783399370111,279.0733008229198,194.41967895966678,266.301909528749,248.94115341814899
191.06243257759138,215.87095123017647,362.81329852722143,330.61152602667033,326.4084628670121,225.36959260388093,312.75408920044697,251.76804835924008,338.2422533780351,258.14008940363715,272.2579980282155,287.37277266318097,300.314545116104,312.5801669134745,256.3160113786447,313.6678756476684,205.33968302346844,284.53854515899627,276.9378655524064,273.2412386284234
326.5267959019445,176.5814558794236,487.61074252258993,315.4221849266168,468.4139489992888,193.50938738189578,453.8492837549527,181.6755968708727,414.59430334070487,198.4463821312314,447.0328138534109,262.88965714596617,399.9707460997046,268.24430546573126,384.6671238443564,262.69154729249215,335.5113786447222,251.76804835924008,407.0687692122672,246.0018204030202
260.4523239622104,176.42730369807302,389.9307032076694,322.9410253129465,379.2053743777303,256.3195062480951,352.8069186223712,269.06358833688915,368.28187544447826,290.00029462562225,302.248667361299,257.57968136224576,286.281496055525,283.25760676051544,279.9835924006909,241.75484100375903,287.26592502285894,186.22705475972774,325.1915135849399,249.68416450550978
250.1192668436161,249.5950212962609,507.77156852252165,329.5475636254676,487.53007213247986,275.43562938128616,456.98390192285206,256.15065686703355,460.22132479934976,290.00029462562225,388.6972884447126,273.1672730095157,397.3817156425223,308.54382494316553,360.08925124453924,299.10321040333235,263.59834400081274,299.10321040333235,378.94541768306885,289.57129246086424
207.41580431914872,97.46984773989146,439.85421987146117,158.03739584147107,426.5405364218226,131.60956009346745,403.0158902410743,104.82742596987174,403.0158902410743,131.28606760696556,336.4517366520727,111.03396909514235,337.2416564663744,140.04292782034514,305.8554349465155,124.12410674826685,224.45580615665958,139.80218429340647,323.63501209530494,127.75362179068127
116.03468768478405,13.105412367502481,278.27172863426085,197.95428667826243,163.46294559368755,19.190212664905715,138.88839784618511,41.49069389413796,168.9280199126283,45.13186020522198,163.0626598679944,121.21934097849606,189.45779077103884,105.7610084179624,192.59560093467437,127.96839378238343,267.23951031189677,190.77851264858276,197.15320815952245,105.52984952288246
182.92201779278014,172.9123053067494,307.08470179147486,337.7290882502443,195.3264756679874,198.0608452707508,219.90434826780452,208.07405262623186,223.54551457888854,182.58588844864371,251.5593351143722,232.80674141215297,269.50774129597954,201.5826016643549,284.5350502895459,247.21659047038506,251.76455348978968,332.7839987808595,245.0033597921275,255.32069677849682
188.95712177366076,5.39007490108753,271.4933732503494,259.5923327504238,215.35289037894952,16.002529716549816,202.60880829015545,55.14506756070307,227.18668088997256,51.50390124961905,231.00580244340176,120.93138368227399,246.5285636151878,120.27402551916357,230.21566966048255,146.0372535643458,220.4659427303333,249.3843590239275,230.22524751200507,132.49120382575566
156.14469075989066,136.97814456803442,345.91000409099615,255.5188513385851,162.884684281236,152.08396775638153,180.79780564263325,166.4144648454993,198.71092700403045,145.8143752798925,222.51513623993048,225.4411723272001,243.05546192101318,202.09435067285955,260.51119570085086,231.7973578145992,322.31146439767133,190.59717868338555,251.0273474254434,196.24849795330977
171.80371531328916,107.06260425666508,360.14146918522925,197.46619161526388,190.6500223914017,187.0145544111061,190.6500223914017,165.51880877742946,180.79780564263325,150.29265562024182,239.98051516847585,138.25271610423687,228.44547135350322,117.10710841283573,268.57210031347967,123.42297357814596,352.7637707120466,162.4328353098756,265.9725922492592,152.2643979359645
174.01903515971972,108.34640372736615,367.1578778791776,206.0125811902055,193.33699059561133,189.70152261531567,193.33699059561133,178.0579937304075,182.58911777877296,159.24921630094042,245.88718226297655,143.02689185189396,226.99959851900036,123.70941222771266,267.67644424540975,125.21428571428567,355.45073891625617,157.45790416480068,270.58845651944864,157.17949245878583
203.38806375955255,94.44560071516995,344.39140645923703,274.0760499998653,251.55463502015226,262.2496641289745,243.49373040752351,222.84079713390057,218.41536050156742,231.7973578145992,239.01545006717424,166.0725494673716,212.1327991284367,164.30285215896805,238.11979399910433,135.96215853112403,332.1636811464398,116.25772503358706,273.8897351093948,184.2608253575176
273.2440249986847,195.4802579522455,493.1844523051112,335.8403979726539,480.28510638539683,316.73944155217987,476.2807924223139,284.27486162554953,460.6512664695797,309.2076768358637,410.6407944197914,264.9908699524725,401.28625350881646,287.7488323926315,381.01511042469554,263.43549368857055,282.4002442943484,209.8485475649102,383.214238651898,265.6603279624497
178.82773665278262,125.77555816894414,373.76674283999364,270.40772404977815,192.7614423271495,258.36955743372806,216.7672711108401,253.382548725114,207.62219347895797,227.85254033610966,282.36715912374916,229.93380313049997,278.2224601970189,210.58073314197748,309.74222703497526,207.65716056570324,361.1832887143123,134.87758441197445,276.29723974638813,198.09164110936115
267.81611502840866,115.62296216462556,457.1834559284024,281.42023366475553,302.4600043907069,272.87640477717997,304.94682374674505,235.98858432928105,274.2760516889415,236.40305422195408,339.41021815578233,192.81018051032873,319.5624582953598,174.14789367626125,362.558138828295,162.62741332615627,450.84022596764856,140.66050901448614,362.49978547840556,198.52159791469055
363.47643587133524,153.8263011385376,522.8361743684643,280.7129608479038,512.1905508284818,218.36251679355126,496.06874160322434,181.64061800268695,484.4252127183162,206.71898790864307,431.8539406649804,168.85645014648054,427.70099690705194,202.08392207556005,394.85960591133005,190.59717868338555,409.59971512771216,270.23021506241076,443.1563051198998,217.2696309932207
218.72099885192932,193.28253952558137,403.9299599363567,288.4406501318727,228.62702737892295,222.320837968544,244.76461320009508,233.0792285159921,259.3239059582594,209.34748466132717,295.73605018635925,274.2915118074996,308.8289848142297,244.54007978837998,332.0125235872341,274.9049767635443,388.73719258506236,201.12048012504331,311.32547939414303,240.86159482872705
102.70253225802664,127.82982268549495,362.98878593579093,271.06371801292585,112.7279444693238,146.71003134796234,143.18025078369908,173.5797133900582,156.615091804747,142.23175100761307,208.08655884852612,224.35905282482423,222.1168187484802,199.80657381161487,240.80676220331395,220.15382892969097,355.45073891625617,256.8757277205553,232.84565909690878,199.4467703492104
117.08281974162881,128.40249508869886,310.552164712742,292.24725686109787,125.26712942230185,136.8578145991939,130.641065830721,154.7709359605911,158.40640394088672,144.91871921182263,164.86611776814385,220.54409912863053,185.7714443547095,190.6255230760458,199.6065830721003,225.52776533811016,302.60703090013436,281.0584415584416,213.81749222718543,210.32487597489836
355.00591913144234,161.16210627226417,503.90490548738296,292.10758496393254,412.77272727272725,280.1627854903717,450.3902821316615,270.3105687416032,438.7467532467533,238.9626063591581,491.34155649399565,237.2751790961173,458.85295514025233,234.97429182526545,455.7642185400806,214.77989252127182,363.5116435288849,177.16233766233765,429.4554123094126,226.63484561809835
428.8028917446135,87.39406149147189,556.5089949449383,294.96721546252263,540.3269836431982,103.39052118256632,506.64619526567105,120.68606116021539,521.2108605100071,124.32722747129941,508.97936554244257,212.30739075226072,529.9072290874296,221.94942188243877,507.55648684344203,227.19017575942294,436.5537437773037,290.00029462562225,492.6559433447759,191.18063847699727
426.6680077895137,99.67224556600016,556.0856117212402,298.27399068560237,528.4931931321752,111.58314538250534,497.82298818933674,130.62909368069256,516.5190529511443,124.32722747129941,509.7269535353638,214.5212216988315,528.4220276585314,225.79658544574275,507.55648684344203,226.27988418165194,434.7331606217616,288.1797114700803,491.37680975537694,198.97311812580125
319.33631794039593,112.38571720323995,562.9118543915496,186.4855896304667,550.3401909986792,136.16101798232245,517.1980386755923,118.17602683653035,519.8319581737211,143.00166978523453,468.2792993029934,130.78005833347373,477.10751479255725,166.72311068579884,444.7463679772427,157.0977242710556,333.6907954891801,158.91830742659758,441.12408616597276,149.4356534168533
374.44296120999155,117.30620735675896,544.4341692789968,260.45835199283465,526.6726099766331,255.4092146703241,535.7755257543431,220.8181347150259,508.06794215147374,224.74240516707948,513.41395948933,179.02840814365962,486.561914490324,186.47811277802745,475.6962816214568,154.36684953774255,381.93624911104337,128.8786853601544,459.43856524449416,188.8822796747968
373.24839838441363,160.12804022433028,552.9697421937103,310.97688391106084,545.7887331098242,276.3459209590572,529.1751688365235,261.58852257812043,528.8430766685548,284.71348692718607,478.4063930704398,244.87118201027354,463.9988782258825,281.525980447028,449.2978258660977,242.66513258153003,379.2053743777303,168.93151478207864,463.10907028906195,235.55246206769556
358.6893802501839,52.652852532762225,589.4983618265493,176.02249728524683,574.7803583864,61.973310280740776,533.0467627945404,67.16176109668443,546.2449347854648,88.82796771174058,488.12820256723774,117.76805985492325,492.2297941009831,149.76385851549443,474.4222957672795,134.43083045250444,367.3715838667073,147.0845169155745,474.0938710383666,114.33767490900453
202.21764524059216,200.64786659681107,382.3890814614057,302.12768430256114,284.5350502895459,290.00029462562225,254.8887466014106,261.67995480840807,239.93076297876664,284.53854515899627,254.7427378654132,227.4821932314177,217.29712835564675,226.27917589212856,272.0494548004833,211.4455553801632,371.86620162345673,248.92229096123882,292.3033633509989,251.3877754496861
214.18936308255613,202.31566868221591,370.5737559201509,308.03668797242466,356.4480849334552,235.382799959362,303.53869555900286,223.0320362488758,313.15858453617597,255.0494271642794,267.32892597126545,254.9488345474897,283.478041686254,289.94440983851695,250.8542619120187,270.88417149243116,221.72493142334653,209.89463578177387,292.38155950135354,255.1761783273203
250.6336020860591,169.7075615361519,487.5609011035174,276.80706630647313,259.9571776897287,182.58588844864371,278.1630092451488,197.1505536929798,288.1762166006299,178.9447221375597,345.8912268659469,229.2104378842282,352.59550343702153,195.7024795112247,380.04267543560934,216.18026182390906,478.2583063565441,267.50447155949985,369.09725159478825,223.25731392131252
158.62862820260736,201.18056921269635,362.6010865996736,318.22181763498526,209.8911409123235,310.0267093365844,209.8911409123235,284.53854515899627,183.4926851569643,287.26941989230926,238.30167526570878,246.1149093310485,210.70526124517784,232.41282062524036,258.13659453418677,222.63871787056792,354.62750177791327,217.17696840394188,260.61485740114045,259.7011934238408
383.13501671319216,146.75663194090907,536.8859928919305,296.58172060535514,509.377069998984,164.3800568932236,499.363862643503,178.0344305597887,523.0314436655491,184.40647160418573,466.97218241231894,206.24215133871058,488.99447498340834,235.82379808327343,449.2978258660977,233.56221680381998,400.7535617979711,282.4122214377004,460.01050480256134,221.6691762731321
327.9241502482425,124.5843279521587,435.0521285134763,345.22386264280567,398.3214975109215,324.59137458092044,412.13188976406764,295.21922640909,383.75683226658543,302.7443767144164,391.0215852821798,242.56075387837907,357.47099554951865,247.53686797868846,371.0127501777913,213.53580209285786,368.28187544447826,133.43014324900946,381.48813938085937,234.90409529748217
153.1961197582291,173.21090727267372,395.97525054980787,292.18111185420344,168.9280199126283,269.9738799146602,194.41618409021638,273.6150462257442,194.41618409021638,250.85775678146908,270.20057902191115,251.88546421605736,250.46713247269818,230.53837390875793,289.0865081784009,225.36959260388093,383.75683226658543,186.22705475972774,274.5856851540185,232.69600956343857
296.3117290692645,180.49328360010273,516.2521390635854,261.91966610686427,307.292339733821,193.50938738189578,336.42167022249316,213.53580209285786,345.52458600020316,188.95792949304075,393.7195935453736,238.51827157771768,395.4643019315763,206.40521900936838,423.80966168850955,228.10046733719395,506.64619526567105,198.9711368485218,406.281934066425,221.20647485348348
198.5313122825099,133.0886059286898,323.0219716395188,306.3239914159275,244.48222086762163,142.5330590267195,219.90434826780452,148.90510007111652,246.30280402316365,154.36684953774255,211.22814056610744,207.98888187053856,244.13134669260225,211.12750620461617,223.54551457888854,242.66513258153003,310.933506044905,290.9105862033933,260.7766419610144,219.70629867230863
351.4666622868192,197.15154191488702,494.28144046604604,348.39767698761324,367.3715838667073,234.47250838159098,403.25622863386127,233.61017889853989,406.51412171086054,206.25346947068985,439.85931659990644,264.511989273476,463.52661527283624,239.50259899573783,468.84518432809347,276.7291941931419,410.15528802194456,343.7074977141116,422.8740513764326,272.7746094512501
161.3447502973885,108.76815545502004,331.24642250646394,278.11022362188254,180.24643827280218,159.69067603803967,203.693342548722,127.96839378238343,175.18926284074104,121.07224546593642,229.08351281775876,151.8750412793997,241.2856516449227,132.76490579870992,267.1379070600345,179.9193777662842,299.77967575788364,271.8680219855776,246.29558640192622,193.43918953845127
366.47585985248617,116.7371707501913,529.2374423700226,284.9131006936109,485.7094889769379,127.0581022046124,485.7094889769379,153.45655795997158,506.64619526567105,146.17422533780353,480.32130978490954,203.5500430199759,512.3286555560901,207.91757522233675,478.42715635476986,226.27988418165194,376.4744996444174,269.9738799146602,447.85665111125434,200.8251357219011
432.35081430298163,104.59048668815174,530.2889725427292,300.35669456115903,445.91200179131215,122.5273175100761,468.3034034930587,135.96215853112403,482.63390058217647,113.5707568293775,486.72970988823323,166.94168837564143,511.2203347463861,162.4169250139956,506.8166144200627,191.49283475145543,486.2165248544559,291.8063143752799,481.31989342285544,202.4735906246554
206.68878503774627,146.28390448344288,311.63463392262474,304.7079062483553,215.91778832581377,285.57651992181843,250.185840400435,298.572379389874,239.00406662928867,274.91862718167977,294.2934589787672,232.23491323462753,266.2610329044306,215.6338342001436,289.7521168214144,196.64621078365536,233.4131797437155,168.2617081338223,259.1617094801855,225.4959053658991
385.0194243877784,133.8579439093437,542.4745790239328,341.13567423477554,398.13316265864256,155.66886492807237,417.1118727441056,165.56489069882983,428.2758198532015,140.63207548851565,472.22522680583586,212.78103347220966,491.1348585758534,194.11874663814217,500.8414760623249,227.71086293946368,511.2611600308144,329.3027816322364,463.7470017058556,237.49680907205962
257.7485388320742,220.15365066307044,448.48719682446546,351.7864363100939,287.26057785659833,237.37866286932018,275.0671410140888,272.05374889020663,310.50431683763213,265.5759855676235,289.6270672437959,317.71451539968444,326.87810593097277,305.0954670007205,331.08074150936693,331.8777983987691,425.57987703881565,288.0576347460004,353.1178678282698,285.9700434865822
173.34467614426083,235.31929289800163,409.77451873355477,341.718368609964,405.1376592716506,314.44505549406847,367.84359689921826,294.2861028603213,369.18752707480144,334.9399906717114,293.4603090956136,311.5098920065031,296.3842315315245,340.3269524256985,260.6651653964625,324.18854926704626,181.70926758095274,251.28033724166065,291.5595974389078,288.5188307539828
299.29123471317547,226.16853775340817,459.19058296405285,340.39405286985794,452.08363564566764,324.27067146863465,430.53120122667053,297.7445983375613,422.2418033732101,320.12597254190445,366.3320953861503,274.57010842544094,349.56996899873354,300.09984726789946,331.0584269851454,266.6593563870847,349.7095721554314,218.99531872968723,379.24090883861413,283.2812953116331
424.9695567518585,126.79194530575091,535.9916749376808,305.8326440431618,432.73752474034313,294.5987718521733,475.6552136268076,288.7828233582131,463.82276669081966,262.91188005749365,528.7207298854921,258.3393412415528,501.593006910216,247.3090940978353,519.7762022016777,223.20299034011094,462.61946700241424,132.15331391742473,480.48061584476966,216.31229467445635
418.99498996147224,66.99494775684988,616.0363244867856,259.8264413898014,600.8605015673982,79.53582624272275,555.1820420958352,88.49238692342135,574.0533465424443,111.82084711584992,527.270525356856,161.35401028923738,546.4333402946448,171.85177503750788,526.5210479175996,178.95364979847736,434.268472906404,243.4408866995074,517.515657224129,163.41069457332566
404.40939333841254,125.19877651830183,617.9281778827232,278.654516180938,605.3387819077475,238.9626063591581,565.0342588446036,215.67554858934167,560.5559785042544,253.29310344827584,509.5811286041918,221.2898775355112,495.7430484875627,255.05727449144374,481.73824451410655,218.36251679355126,412.77272727272725,134.17084639498432,511.16878561056785,201.92664634961992
211.28841152466325,-14.60729062800327,330.41691180611383,209.8939607647859,208.9838171125371,-2.9601234738783546,218.95550885379427,23.74090182675627,242.2570290116218,10.269042168357345,231.55074782742932,95.44043807673827,253.04518705765526,83.42749659294122,257.0786189103229,108.81814017629551,327.4995678916973,192.57137519958627,270.8526616653885,97.64333506839134
219.39066731321282,79.88464773823196,204.7713956325398,306.779751279234,189.67315353854872,284.3390790066067,198.9570797909197,255.00217783375416,174.24208533316147,252.29522505482436,201.34326351257886,196.71122238413915,171.0236570901639,195.42192090756834,195.19880962916824,169.19222437855717,273.2098287608942,117.05996290901408,212.0810314728763,193.33219950873303
334.082604087522,162.17207563403701,372.5980528187458,389.82014869227135,301.34267785482473,336.1879281107103,345.8403965252098,331.91234595586,328.97392938383564,303.774229737023,396.99600638162065,309.8426370775358,371.81899503554206,284.2949388196029,394.10079466363845,272.0170642271626,350.7032470818456,179.69017125285114,353.3403284531339,275.9961121631542
59.7410982894494,43.23285640795595,135.49994653100813,227.10093387242466,43.38283378210144,168.15187823626792,59.495785106198156,132.43959480862532,27.263302176143725,119.08573298697982,113.17012601526162,132.2015437950867,94.89669158985869,85.46455224084528,129.42283730945204,120.55737690158895,159.50121036513022,164.95101380387013,97.62052241022876,135.16689514019032
325.10377875551956,189.80331774813322,456.628280152379,397.1033394746962,451.41179371650793,383.93914807793396,466.71514950457066,350.6853621100358,441.6316062800162,367.41914360662435,427.2813423465404,291.0667850334978,399.1183199142379,314.4047724474416,394.31202855938335,275.2923626985357,328.7170636475283,199.58098175155817,390.86602945394935,293.45332861141475
302.66647865081666,147.67999455378595,321.13303282759176,283.6710231402316,351.9924238300138,203.87107593955136,337.193166471318,180.23235086917526,343.5443344370258,196.83986697022863,293.987682851088,187.9342119951869,304.5464975744411,207.48376263231478,282.1895468278266,204.20905417123828,263.33189809879684,241.79773492890217,311.8997557392042,215.67550884700876
390.0237775538691,247.35609557270305,441.4352904968712,403.1312063313286,381.4354579045272,277.4351932109356,405.7979766269157,268.1421991612662,417.745702726511,270.5221742575217,413.4344323449747,310.46837018079356,442.76615818610026,314.5450315512418,431.77943067402293,347.1434688484806,404.2897444016173,369.54083574965546,415.72953402537007,325.24365095201586
202.90721338604777,139.8841313757747,328.62786823036237,305.31340478011396,341.28957157300704,256.6089541094712,323.2555794689868,216.9580065328305,328.2900884515876,228.14839099272763,264.4784622620916,197.59592275056082,263.7141254166085,219.4959321863671,241.5207940073995,204.94724327401536,187.4173912564578,209.44851107944982,265.767540808205,222.59876807794438
304.9192500125332,238.22181263338865,449.7506534003236,429.61434273680493,470.03269926885775,349.8203117911868,453.7528786557269,365.3196047740366,463.0255942887737,387.49103643984347,404.25125140971585,344.5981619024806,391.16567505174345,375.8151771993943,376.57884359125825,336.9111550559655,305.95227576921326,249.18953722945508,377.3349517064284,333.91807768509676
306.8998763982604,231.66842885594582,446.21187785529696,430.9723608999775,471.07963622840686,341.8487363282088,444.3251081851189,366.18316400457866,464.0578418131149,383.88254812615503,403.5112966660604,350.6558371121803,395.0513018106489,379.20998196970027,373.5778001233829,342.1550134496424,308.0741768705742,244.42297096048378,376.5558771267787,331.3203948779617
236.72765440454646,54.73173790714043,396.5512960533477,222.0601786192887,216.58428893198288,105.47560666415268,235.6716009213335,98.56102092767384,240.2079579482317,77.34023114028261,280.84445340139905,121.48823694230009,287.8069966923574,89.47821827083945,312.7749425748004,130.10561344278278,392.4426304242016,202.06576271548073,316.63947522894705,138.39595826321454
323.9763022509493,106.26559676668117,380.34368949271857,283.7473886194918,328.4250253808391,238.30359785223976,346.6308569362592,206.77017260421144,322.4929642139568,201.24306714279408,351.63741875652823,161.29937191167085,318.28569365872545,151.20546042138898,349.8670675418783,139.26506412285767,427.66838313760775,188.3881313250962,352.1599958718339,195.0064926930865
318.61242265981116,113.96868763283518,429.0779172799696,301.0855562152687,460.1686999151861,217.66333971472187,437.60747845528505,213.04652583107548,443.11707183067756,243.55645959777496,372.38047174875754,203.98167434780123,352.2892645715171,236.40414125750868,337.9591649930515,201.76356892647095,323.73003576568465,126.277070140923,373.8451699698904,207.52712192405193
202.64588966421832,127.95775896565556,380.3509100266157,369.43871865651204,203.32357191306716,161.87178331687107,219.38228408352956,183.75665521053764,242.56714164246586,159.1691042359938,254.9079842003448,254.1315657764971,279.4557768176496,233.46053961616502,291.32613315514857,268.70300313710584,404.8326647641546,317.8415848398804,291.498399845417,248.6982388110838
287.98608815433477,152.31697332686167,294.19478701429034,358.9707891716965,369.4359902893009,207.323352385284,337.8698870438768,196.45645340381088,342.29063294314915,217.9288273875917,264.75036803099675,217.42290617749927,287.553068956737,245.26909726548564,260.1881812200635,247.25828955434218,276.4730494531005,342.8517249570144,291.09043758431255,255.6438812492791
259.0613905224787,60.63455981664944,347.5446033502791,255.85272934421488,223.5929827273487,177.71119128282328,245.39070630025338,147.26803020678096,222.61825094460747,139.37591785176147,289.3641153830833,123.27202023035312,275.6526364396433,97.84714419650112,312.5665648587859,106.16604602827982,388.9311240109753,165.67061477350688,303.3029969363789,158.24364458043215
211.53986422117197,179.19306756458678,370.09683152628554,373.48792676448846,397.25237058237417,296.49503002080775,363.2815930090071,296.2681568530229,371.7332950134575,325.3233753038913,305.24347419263404,282.37431568985465,298.8714014954022,318.05273153534273,269.395540858319,284.1075863680431,214.26223675769,190.260622083109,290.8183478737287,276.3404971645376
165.10566045542367,142.72898897123684,310.9855973971495,341.5335262684701,345.24790748357793,263.7830059868155,315.4457874419169,237.1167163839325,310.9182515074451,264.9850533664936,247.2141274904601,231.15805260127695,252.94093674970264,268.0303146512976,217.6343088408849,252.91476144967515,133.64717834783124,215.19326030497052,238.04562892628655,242.13125761985344
179.968077093602,57.24947594425731,294.82795449278444,301.10184112209043,184.18587300014684,73.04017875269003,169.4665738118448,107.63766857634656,202.3415144721464,103.49351256761057,192.67680970705828,200.47588775189104,212.70822101317992,179.16446744226778,225.2388624715027,202.1649314230694,333.86285289308194,208.85858960727734,237.39801579319322,179.17565853317387
